latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
55.92267,-3.1288147,74.0,0,GMT,GMT

time,wind_direction_10m (°),wind_direction_100m (°),wind_speed_100m (km/h),wind_speed_10m (km/h)
2025-02-09T00:00,79,82,22.6,13.4
2025-02-09T01:00,88,92,22.7,13.3
2025-02-09T02:00,85,87,22.5,12.5
2025-02-09T03:00,80,80,23.4,12.8
2025-02-09T04:00,69,69,22.3,11.6
2025-02-09T05:00,53,58,21.3,10.2
2025-02-09T06:00,37,47,21.5,10.7
2025-02-09T07:00,52,58,24.9,13.1
2025-02-09T08:00,59,62,26.4,15.2
2025-02-09T09:00,55,59,27.8,17.3
2025-02-09T10:00,63,67,29.0,19.3
2025-02-09T11:00,71,74,29.8,19.8
2025-02-09T12:00,74,76,29.9,20.1
2025-02-09T13:00,68,71,26.5,18.6
2025-02-09T14:00,73,76,24.9,17.5
2025-02-09T15:00,65,67,25.2,17.1
2025-02-09T16:00,61,62,28.4,18.4
2025-02-09T17:00,65,66,28.6,17.9
2025-02-09T18:00,69,70,28.5,17.7
2025-02-09T19:00,74,74,30.5,19.1
2025-02-09T20:00,77,77,30.1,18.6
2025-02-09T21:00,77,78,31.5,19.8
2025-02-09T22:00,76,78,31.0,19.6
2025-02-09T23:00,80,82,31.7,19.7
2025-02-10T00:00,78,79,34.9,22.3
2025-02-10T01:00,71,71,33.1,21.2
2025-02-10T02:00,70,71,33.0,21.4
2025-02-10T03:00,71,71,33.3,21.9
2025-02-10T04:00,69,70,32.4,21.4
2025-02-10T05:00,65,67,33.1,21.6
2025-02-10T06:00,65,66,33.4,21.7
2025-02-10T07:00,64,65,34.6,22.5
2025-02-10T08:00,65,66,37.9,24.5
2025-02-10T09:00,66,68,36.3,23.8
2025-02-10T10:00,64,65,36.6,24.2
2025-02-10T11:00,68,69,37.9,26.3
2025-02-10T12:00,72,73,36.0,25.3
2025-02-10T13:00,72,72,41.8,29.2
2025-02-10T14:00,73,75,37.9,26.5
2025-02-10T15:00,73,73,40.0,27.7
2025-02-10T16:00,72,72,38.5,26.2
2025-02-10T17:00,68,69,37.9,25.0
2025-02-10T18:00,70,73,35.5,23.1
2025-02-10T19:00,69,71,34.0,22.1
2025-02-10T20:00,73,74,35.3,22.9
2025-02-10T21:00,74,75,35.0,22.7
2025-02-10T22:00,72,73,32.7,21.2
2025-02-10T23:00,71,72,31.5,20.6
2025-02-11T00:00,74,75,32.0,21.0
2025-02-11T01:00,80,82,32.6,21.0
2025-02-11T02:00,81,82,32.7,20.8
2025-02-11T03:00,72,73,32.7,21.0
2025-02-11T04:00,79,80,33.4,21.6
2025-02-11T05:00,77,77,31.4,20.2
2025-02-11T06:00,74,75,32.4,21.0
2025-02-11T07:00,74,75,34.8,22.6
2025-02-11T08:00,75,76,32.5,20.9
2025-02-11T09:00,77,78,32.0,20.9
2025-02-11T10:00,77,78,30.0,20.5
2025-02-11T11:00,71,72,28.7,19.4
2025-02-11T12:00,81,82,36.2,25.3
2025-02-11T13:00,77,79,36.9,25.7
2025-02-11T14:00,74,76,34.7,24.2
2025-02-11T15:00,73,75,34.5,23.9
2025-02-11T16:00,71,73,35.9,23.7
2025-02-11T17:00,72,73,35.7,23.7
2025-02-11T18:00,75,76,35.1,23.3
2025-02-11T19:00,76,77,34.5,22.8
2025-02-11T20:00,75,77,32.0,20.8
2025-02-11T21:00,74,76,30.7,19.7
2025-02-11T22:00,77,79,31.9,20.3
2025-02-11T23:00,82,85,30.9,19.6
2025-02-12T00:00,80,83,33.4,21.4
2025-02-12T01:00,78,80,32.5,21.0
2025-02-12T02:00,74,76,31.8,20.6
2025-02-12T03:00,76,78,30.9,19.9
2025-02-12T04:00,78,80,28.5,18.2
2025-02-12T05:00,78,79,29.2,18.8
2025-02-12T06:00,76,77,28.8,18.6
2025-02-12T07:00,72,73,27.3,17.6
2025-02-12T08:00,69,70,28.5,18.3
2025-02-12T09:00,72,73,29.6,19.1
2025-02-12T10:00,76,77,30.3,20.7
2025-02-12T11:00,79,80,32.4,22.7
2025-02-12T12:00,78,78,33.3,23.6
2025-02-12T13:00,73,73,32.2,22.8
2025-02-12T14:00,74,74,32.9,23.5
2025-02-12T15:00,72,73,31.7,22.4
2025-02-12T16:00,73,74,29.3,19.5
2025-02-12T17:00,76,77,27.4,18.0
2025-02-12T18:00,78,79,27.5,18.0
2025-02-12T19:00,82,82,26.9,17.3
2025-02-12T20:00,84,84,26.2,16.8
2025-02-12T21:00,85,85,24.8,15.5
2025-02-12T22:00,86,86,23.1,14.2
2025-02-12T23:00,86,85,21.1,12.6
2025-02-13T00:00,85,82,20.2,11.7
2025-02-13T01:00,90,88,21.4,13.0
2025-02-13T02:00,90,88,19.6,11.2
2025-02-13T03:00,90,87,19.3,10.8
2025-02-13T04:00,91,87,19.5,10.8
2025-02-13T05:00,90,87,19.5,10.8
2025-02-13T06:00,86,85,21.1,12.3
2025-02-13T07:00,89,90,20.9,12.4
2025-02-13T08:00,92,92,17.1,9.7
2025-02-13T09:00,82,83,15.2,8.7
2025-02-13T10:00,81,82,14.5,9.6
2025-02-13T11:00,91,92,22.7,16.0
2025-02-13T12:00,93,95,27.6,19.5
2025-02-13T13:00,89,90,24.1,17.1
2025-02-13T14:00,89,91,23.0,16.7
2025-02-13T15:00,82,85,24.4,16.5
2025-02-13T16:00,83,84,27.0,18.0
2025-02-13T17:00,81,81,26.2,16.8
2025-02-13T18:00,86,87,24.7,15.2
2025-02-13T19:00,103,105,23.1,13.9
2025-02-13T20:00,108,110,24.8,15.1
2025-02-13T21:00,106,109,23.6,14.1
2025-02-13T22:00,100,102,21.5,12.8
2025-02-13T23:00,111,114,21.0,12.7
2025-02-14T00:00,124,129,19.1,11.0
2025-02-14T01:00,115,123,18.2,10.1
2025-02-14T02:00,109,117,19.6,11.2
2025-02-14T03:00,106,116,19.8,11.4
2025-02-14T04:00,118,125,21.0,12.2
2025-02-14T05:00,123,129,20.1,10.9
2025-02-14T06:00,129,134,20.4,10.9
2025-02-14T07:00,136,140,20.6,10.8
2025-02-14T08:00,139,143,21.6,11.6
2025-02-14T09:00,133,139,21.8,12.9
2025-02-14T10:00,129,135,19.5,13.0
2025-02-14T11:00,140,144,18.0,12.7
2025-02-14T12:00,136,141,17.5,12.5
2025-02-14T13:00,141,144,16.2,11.6
2025-02-14T14:00,130,135,15.0,10.7
2025-02-14T15:00,134,138,14.3,9.9
2025-02-14T16:00,124,133,14.7,8.7
2025-02-14T17:00,133,141,16.0,8.1
2025-02-14T18:00,140,150,18.5,8.7
2025-02-14T19:00,143,153,20.6,9.5
2025-02-14T20:00,146,155,21.3,10.0
2025-02-14T21:00,150,158,18.7,9.0
2025-02-14T22:00,158,166,17.4,8.6
2025-02-14T23:00,171,176,14.2,6.7
2025-02-15T00:00,203,191,7.3,2.3
2025-02-15T01:00,174,183,6.5,1.8
2025-02-15T02:00,49,79,1.8,1.9
2025-02-15T03:00,66,74,2.6,1.8
2025-02-15T04:00,96,103,3.3,1.6
2025-02-15T05:00,72,80,3.1,1.7
2025-02-15T06:00,56,56,5.8,4.1
2025-02-15T07:00,67,67,7.8,4.7
2025-02-15T08:00,63,73,4.9,2.8
2025-02-15T09:00,45,49,5.2,4.1
2025-02-15T10:00,45,49,7.4,5.6
2025-02-15T11:00,54,58,8.1,6.2
2025-02-15T12:00,40,41,6.6,5.4
2025-02-15T13:00,55,53,9.9,7.5
2025-02-15T14:00,66,66,14.7,11.0
2025-02-15T15:00,72,72,13.8,10.2
2025-02-15T16:00,76,74,15.3,10.6
2025-02-15T17:00,79,77,18.9,11.9
2025-02-15T18:00,78,78,17.8,10.7
2025-02-15T19:00,84,83,16.9,9.8
2025-02-15T20:00,90,88,17.6,10.4
2025-02-15T21:00,90,89,18.5,11.0
2025-02-15T22:00,91,93,20.4,12.2
2025-02-15T23:00,94,99,20.1,11.9
2025-02-16T00:00,100,105,19.8,11.7
2025-02-16T01:00,101,108,20.1,11.8
2025-02-16T02:00,102,109,20.0,12.0
2025-02-16T03:00,104,112,20.2,12.0
2025-02-16T04:00,108,113,20.8,12.5
2025-02-16T05:00,111,117,20.9,12.4
2025-02-16T06:00,109,116,22.2,13.3
2025-02-16T07:00,105,112,22.4,13.6
2025-02-16T08:00,108,116,21.1,12.7
2025-02-16T09:00,117,125,20.3,12.3
2025-02-16T10:00,118,124,21.2,14.0
2025-02-16T11:00,127,132,24.4,16.6
2025-02-16T12:00,135,137,27.3,19.0
2025-02-16T13:00,137,140,26.2,18.2
2025-02-16T14:00,140,143,25.8,17.6
2025-02-16T15:00,138,141,25.0,16.8
2025-02-16T16:00,137,140,23.6,15.7
2025-02-16T17:00,127,135,21.8,13.0
2025-02-16T18:00,119,130,20.4,11.7
2025-02-16T19:00,120,131,19.9,10.8
2025-02-16T20:00,122,132,20.8,11.7
2025-02-16T21:00,128,136,23.3,13.2
2025-02-16T22:00,137,144,25.0,14.1
2025-02-16T23:00,141,147,26.8,15.1
2025-02-17T00:00,144,149,28.1,16.1
2025-02-17T01:00,148,155,25.2,14.4
2025-02-17T02:00,146,156,21.7,12.2
2025-02-17T03:00,144,157,19.0,10.2
2025-02-17T04:00,130,150,14.9,7.0
2025-02-17T05:00,116,141,12.9,6.2
2025-02-17T06:00,115,134,14.4,7.7
2025-02-17T07:00,115,135,13.7,7.3
2025-02-17T08:00,122,141,14.1,7.2
2025-02-17T09:00,133,148,9.8,5.9
2025-02-17T10:00,121,136,8.5,5.6
2025-02-17T11:00,114,125,10.7,7.5
2025-02-17T12:00,129,137,12.9,9.1
2025-02-17T13:00,133,142,14.2,9.6
2025-02-17T14:00,133,139,17.4,12.0
2025-02-17T15:00,136,140,20.2,13.7
2025-02-17T16:00,127,134,18.7,12.3
2025-02-17T17:00,125,137,19.1,11.4
2025-02-17T18:00,124,136,21.0,12.2
2025-02-17T19:00,123,136,22.1,12.7
2025-02-17T20:00,124,136,23.4,13.6
2025-02-17T21:00,126,136,25.1,14.8
2025-02-17T22:00,139,146,24.9,14.4
2025-02-17T23:00,137,146,25.8,14.9
2025-02-18T00:00,143,150,26.5,15.2
2025-02-18T01:00,138,147,24.7,14.3
2025-02-18T02:00,133,140,26.8,15.9
2025-02-18T03:00,141,148,25.2,14.6
2025-02-18T04:00,140,146,24.0,13.9
2025-02-18T05:00,137,144,24.9,15.2
2025-02-18T06:00,132,140,23.5,14.7
2025-02-18T07:00,126,136,22.0,13.6
2025-02-18T08:00,126,137,21.7,13.1
2025-02-18T09:00,129,138,22.2,13.7
2025-02-18T10:00,120,131,16.5,10.7
2025-02-18T11:00,109,124,11.3,7.6
2025-02-18T12:00,112,122,11.1,7.8
2025-02-18T13:00,88,107,9.2,6.1
2025-02-18T14:00,60,69,12.0,9.0
2025-02-18T15:00,69,70,15.1,11.0
2025-02-18T16:00,92,105,15.6,10.4
2025-02-18T17:00,111,127,18.3,10.8
2025-02-18T18:00,121,135,21.3,11.5
2025-02-18T19:00,128,138,24.5,13.5
2025-02-18T20:00,134,143,27.3,15.0
2025-02-18T21:00,132,145,25.2,13.4
2025-02-18T22:00,136,148,25.5,13.7
2025-02-18T23:00,143,150,27.7,15.2
2025-02-19T00:00,144,150,28.4,15.4
2025-02-19T01:00,148,152,30.3,16.8
2025-02-19T02:00,145,151,28.9,15.8
2025-02-19T03:00,144,151,27.7,14.5
2025-02-19T04:00,143,152,28.7,15.2
2025-02-19T05:00,141,150,30.1,16.0
2025-02-19T06:00,142,151,30.1,16.3
2025-02-19T07:00,143,152,31.4,17.2
2025-02-19T08:00,150,156,32.3,17.5
2025-02-19T09:00,146,152,32.7,18.1
2025-02-19T10:00,141,150,37.1,15.6
2025-02-19T11:00,93,150,24.9,6.8
2025-02-19T12:00,81,162,26.8,4.7
2025-02-19T13:00,157,166,30.5,16.2
2025-02-19T14:00,165,172,30.9,17.5
2025-02-19T15:00,177,180,37.6,22.9
2025-02-19T16:00,179,178,34.2,20.9
2025-02-19T17:00,178,180,32.8,19.3
2025-02-19T18:00,177,183,27.9,15.1
2025-02-19T19:00,164,173,29.7,16.5
2025-02-19T20:00,144,163,25.7,13.9
2025-02-19T21:00,151,166,31.5,17.5
2025-02-19T22:00,151,159,36.3,21.2
2025-02-19T23:00,142,157,31.6,18.0
2025-02-20T00:00,159,168,41.7,24.5
2025-02-20T01:00,174,175,57.7,35.7
2025-02-20T02:00,176,176,56.1,34.8
2025-02-20T03:00,182,183,50.9,31.3
2025-02-20T04:00,187,190,47.6,29.0
2025-02-20T05:00,188,191,45.4,27.3
2025-02-20T06:00,183,187,49.5,30.1
2025-02-20T07:00,185,189,47.9,29.4
2025-02-20T08:00,184,186,50.2,31.0
2025-02-20T09:00,186,188,56.1,35.6
2025-02-20T10:00,195,196,57.6,36.1
2025-02-20T11:00,195,197,59.7,38.1
2025-02-20T12:00,201,201,64.8,41.9
2025-02-20T13:00,199,199,50.8,32.3
2025-02-20T14:00,200,200,60.7,39.3
2025-02-20T15:00,216,216,58.8,38.1
2025-02-20T16:00,223,224,61.1,40.0
2025-02-20T17:00,222,223,54.5,34.9
2025-02-20T18:00,220,221,51.7,32.5
2025-02-20T19:00,216,217,51.6,32.4
2025-02-20T20:00,214,215,46.8,29.2
2025-02-20T21:00,207,207,45.1,27.8
2025-02-20T22:00,203,204,45.7,28.3
2025-02-20T23:00,199,200,46.0,28.3
2025-02-21T00:00,198,198,47.4,29.4
2025-02-21T01:00,201,202,48.7,30.3
2025-02-21T02:00,193,194,49.8,30.8
2025-02-21T03:00,182,185,49.3,30.4
2025-02-21T04:00,174,177,48.9,30.3
2025-02-21T05:00,173,176,54.9,33.9
2025-02-21T06:00,170,171,58.2,36.5
2025-02-21T07:00,164,167,56.7,36.1
2025-02-21T08:00,170,173,58.3,37.0
2025-02-21T09:00,178,181,56.9,36.2
2025-02-21T10:00,182,185,60.4,38.2
2025-02-21T11:00,183,186,60.8,38.6
2025-02-21T12:00,192,193,69.0,44.0
2025-02-21T13:00,197,196,71.6,46.4
2025-02-21T14:00,194,194,63.3,41.2
2025-02-21T15:00,193,193,74.9,48.1
2025-02-21T16:00,197,197,65.2,42.2
2025-02-21T17:00,208,209,59.4,38.8
2025-02-21T18:00,231,231,47.0,30.1
2025-02-21T19:00,217,218,41.5,25.6
2025-02-21T20:00,210,211,44.4,27.4
2025-02-21T21:00,211,211,44.8,27.6
2025-02-21T22:00,205,207,41.9,25.5
2025-02-21T23:00,199,201,39.4,23.9
2025-02-22T00:00,198,200,39.8,24.2
2025-02-22T01:00,207,207,41.4,25.4
2025-02-22T02:00,205,207,40.5,25.1
2025-02-22T03:00,201,203,42.0,26.0
2025-02-22T04:00,204,205,40.7,24.8
2025-02-22T05:00,205,207,39.8,24.5
2025-02-22T06:00,208,210,38.1,23.5
2025-02-22T07:00,211,213,36.3,22.0
2025-02-22T08:00,210,212,34.3,20.3
2025-02-22T09:00,216,216,32.7,20.4
2025-02-22T10:00,223,223,34.6,23.3
2025-02-22T11:00,229,228,37.1,25.5
2025-02-22T12:00,233,233,35.9,24.4
2025-02-22T13:00,238,238,40.0,27.5
2025-02-22T14:00,240,241,39.6,26.7
2025-02-22T15:00,245,245,39.1,26.5
2025-02-22T16:00,235,236,37.9,24.3
2025-02-22T17:00,236,238,37.1,23.1
2025-02-22T18:00,230,233,36.0,21.6
2025-02-22T19:00,229,232,36.4,21.7
2025-02-22T20:00,224,228,34.8,20.6
2025-02-22T21:00,215,219,33.9,19.5
2025-02-22T22:00,209,213,35.7,20.5
2025-02-22T23:00,205,207,36.5,21.2
2025-02-23T00:00,201,204,35.4,20.6
2025-02-23T01:00,196,199,35.3,20.4
2025-02-23T02:00,189,192,37.0,21.9
2025-02-23T03:00,194,195,44.4,27.4
2025-02-23T04:00,196,197,50.0,31.3
2025-02-23T05:00,191,192,52.5,33.2
2025-02-23T06:00,190,191,52.7,33.3
2025-02-23T07:00,184,187,54.4,34.5
2025-02-23T08:00,183,185,62.8,40.2
2025-02-23T09:00,182,184,68.6,44.1
2025-02-23T10:00,182,183,72.8,47.0
2025-02-23T11:00,187,189,77.5,50.4
2025-02-23T12:00,188,190,76.3,49.4
2025-02-23T13:00,191,193,70.3,45.3
2025-02-23T14:00,199,200,72.8,47.0
2025-02-23T15:00,205,206,66.7,42.9
2025-02-23T16:00,207,207,58.1,37.0
2025-02-23T17:00,207,208,59.8,38.1
2025-02-23T18:00,205,205,60.4,38.5
2025-02-23T19:00,207,209,57.6,36.6
2025-02-23T20:00,208,210,54.8,34.5
2025-02-23T21:00,209,209,53.3,34.1
2025-02-23T22:00,210,211,53.9,34.3
2025-02-23T23:00,210,211,53.6,34.3
2025-02-24T00:00,215,215,53.1,33.6
2025-02-24T01:00,211,212,53.1,33.7
2025-02-24T02:00,215,215,52.3,33.1
2025-02-24T03:00,218,219,51.5,32.6
2025-02-24T04:00,219,219,50.6,31.9
2025-02-24T05:00,218,218,48.3,30.4
2025-02-24T06:00,218,219,47.9,30.0
2025-02-24T07:00,218,220,46.7,29.2
2025-02-24T08:00,218,219,45.3,27.9
2025-02-24T09:00,221,221,42.2,26.8
2025-02-24T10:00,225,226,42.0,27.7
2025-02-24T11:00,232,233,42.3,28.4
2025-02-24T12:00,237,237,41.5,28.4
2025-02-24T13:00,240,240,42.2,28.8
2025-02-24T14:00,238,239,41.2,27.9
2025-02-24T15:00,240,241,37.4,25.2
2025-02-24T16:00,233,234,32.6,20.8
2025-02-24T17:00,221,222,28.9,17.2
2025-02-24T18:00,207,209,36.5,22.5
2025-02-24T19:00,209,211,35.6,21.3
2025-02-24T20:00,212,214,33.3,20.1
2025-02-24T21:00,221,222,34.3,21.0
2025-02-24T22:00,225,226,34.0,20.7
2025-02-24T23:00,224,226,34.4,20.9
2025-02-25T00:00,227,228,36.6,22.2
2025-02-25T01:00,225,227,35.3,21.4
2025-02-25T02:00,225,227,38.0,23.3
2025-02-25T03:00,226,227,39.6,24.4
2025-02-25T04:00,224,226,39.7,24.6
2025-02-25T05:00,227,227,36.3,22.9
2025-02-25T06:00,223,226,36.0,22.3
2025-02-25T07:00,230,233,36.3,22.6
2025-02-25T08:00,231,235,38.2,24.0
2025-02-25T09:00,236,238,36.0,22.7
2025-02-25T10:00,237,238,37.7,25.2
2025-02-25T11:00,252,252,40.1,27.4
2025-02-25T12:00,262,263,34.1,23.6
2025-02-25T13:00,257,257,35.2,24.4
2025-02-25T14:00,252,253,36.6,25.0
2025-02-25T15:00,250,252,32.2,21.9
2025-02-25T16:00,253,255,32.8,22.0
2025-02-25T17:00,249,252,30.7,18.9
2025-02-25T18:00,243,248,32.5,19.7
2025-02-25T19:00,239,244,33.3,20.1
2025-02-25T20:00,237,241,32.9,19.5
2025-02-25T21:00,236,241,32.6,19.3
2025-02-25T22:00,237,239,32.5,19.5
2025-02-25T23:00,235,238,30.7,18.1
2025-02-26T00:00,232,236,30.1,17.7
2025-02-26T01:00,225,231,26.1,14.6
2025-02-26T02:00,218,223,25.7,14.2
2025-02-26T03:00,216,219,26.1,13.9
2025-02-26T04:00,202,209,21.3,10.1
2025-02-26T05:00,190,202,21.2,9.9
2025-02-26T06:00,171,183,19.1,8.4
2025-02-26T07:00,164,175,20.2,9.2
2025-02-26T08:00,167,176,19.5,9.6
2025-02-26T09:00,162,170,18.9,10.8
2025-02-26T10:00,149,155,16.7,11.5
2025-02-26T11:00,146,152,17.1,11.1
2025-02-26T12:00,129,142,13.2,8.1
2025-02-26T13:00,127,134,12.0,9.0
2025-02-26T14:00,74,88,5.8,4.7
2025-02-26T15:00,34,37,10.5,8.3
2025-02-26T16:00,39,38,15.8,11.3
2025-02-26T17:00,35,38,13.9,8.5
2025-02-26T18:00,21,27,13.1,7.7
2025-02-26T19:00,349,358,14.9,8.3
2025-02-26T20:00,311,332,15.3,7.7
2025-02-26T21:00,281,310,15.2,7.9
2025-02-26T22:00,254,287,15.2,9.0
2025-02-26T23:00,256,277,19.8,11.0
2025-02-27T00:00,261,285,22.5,12.4
2025-02-27T01:00,263,296,20.4,11.1
2025-02-27T02:00,263,294,20.5,10.9
2025-02-27T03:00,251,288,17.8,9.9
2025-02-27T04:00,249,278,19.7,10.8
2025-02-27T05:00,247,273,22.3,11.8
2025-02-27T06:00,245,271,23.0,11.9
2025-02-27T07:00,248,274,23.5,11.9
2025-02-27T08:00,248,272,22.5,11.9
2025-02-27T09:00,252,270,22.1,12.5
2025-02-27T10:00,265,272,23.4,11.4
2025-02-27T11:00,275,278,18.5,11.7
2025-02-27T12:00,278,279,16.0,11.8
2025-02-27T13:00,280,281,16.1,11.9
2025-02-27T14:00,287,286,17.3,12.6
2025-02-27T15:00,288,289,19.2,13.7
2025-02-27T16:00,281,284,19.5,12.6
2025-02-27T17:00,263,272,18.9,10.7
2025-02-27T18:00,241,261,21.0,11.3
2025-02-27T19:00,241,258,25.7,14.2
2025-02-27T20:00,250,264,27.9,15.1
2025-02-27T21:00,247,262,26.9,14.1
2025-02-27T22:00,247,261,27.3,14.1
2025-02-27T23:00,244,258,26.9,14.0
2025-02-28T00:00,244,259,26.2,13.4
2025-02-28T01:00,229,247,22.7,11.9
2025-02-28T02:00,236,250,25.3,13.1
2025-02-28T03:00,233,248,24.0,12.1
2025-02-28T04:00,226,241,23.0,11.8
2025-02-28T05:00,222,237,23.7,12.4
2025-02-28T06:00,219,235,23.4,12.5
2025-02-28T07:00,216,230,24.0,12.7
2025-02-28T08:00,216,226,25.2,13.1
2025-02-28T09:00,213,221,22.8,10.9
2025-02-28T10:00,211,215,18.5,8.4
2025-02-28T11:00,227,225,15.7,11.1
2025-02-28T12:00,234,233,20.2,14.4
2025-02-28T13:00,231,230,24.8,17.8
2025-02-28T14:00,227,227,24.6,17.4
2025-02-28T15:00,224,226,24.7,17.4
2025-02-28T16:00,207,208,24.3,16.6
2025-02-28T17:00,191,196,25.6,15.4
2025-02-28T18:00,193,201,27.8,15.5
2025-02-28T19:00,200,207,30.4,17.0
2025-02-28T20:00,202,209,29.8,16.5
2025-02-28T21:00,203,210,32.0,18.1
2025-02-28T22:00,203,209,33.4,18.8
2025-02-28T23:00,206,211,32.9,18.6
